año,mes,dia,Pais,mar,horario,OperadOR,ac_type,registration,summary,all_aboard,cantidad de fallecidos,ground,total_muertes,Marca,Registracion
2000,January,Thursday,Libya,terrestre,Diurno,Avisto,Shorts 360-300,HB-AAM,"The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines.",41,22,0,22,Shorts,Con Registracion
2000,January,Saturday,Costa Rica,terrestre,Diurno,TACA,Let 410UVP-E,YS-09-C,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off without clearance.,20,5,0,5,Let,Con Registracion
2000,January,Sunday,Ivory Coast,terrestre,Nocturno,Kenya Airways,AirbusA310-304,5Y-BEN,"The aircraft crashed into the Atlantic Ocean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea.",179,169,0,169,AirbusA310-304,Con Registracion
2000,January,Monday,United States,terrestre,Diurno,Alaska Airlines,McDonnell Douglas MD-83,N963AS,"The aircraft crashed into the Pacific Ocean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophic effects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed.",88,88,0,88,McDonnell,Con Registracion
2000,February,Wednesday,United States,terrestre,Nocturno,Emery Worldwide,McDonnell Douglas DC-8-71F,N8079U,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,3,3,0,3,McDonnell,Con Registracion
2000,March,Sunday,Calilfornia,terrestre,Diurno,Southwest Airlines,Boeing B-737-3T5,N668SW,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver.",142,0,0,0,Boeing,Con Registracion
2000,March,Thursday,Russia,terrestre,Diurno,Vologodskiye Airlines,Yakovlev YAK-40,RA-88170,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",9,9,0,9,Yakovlev,Con Registracion
2000,March,Friday,Panama,terrestre,Diurno,Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,HP-1267APP,"Crashed into a jungle mountainside 15 miles short of its destination while en route. The wreckage was found at the 2,500 ft. level of a 2,790 ft. mountain.  Weather was poor at the time.",10,10,0,10,de,Con Registracion
2000,March,Friday,Canada,terrestre,Diurno,Points North Air Services,Douglas C-47A-5-DK,C-FNTF,"After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",2,2,0,2,Douglas,Con Registracion
2000,March,Friday,Sri Lanka,terrestre,Diurno,Sky Cabs,Antonov AN-12 (freighter),RA-11302,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses.",8,6,2,8,Antonov,Con Registracion
2000,March,Saturday,Angola,terrestre,Sin Dato,Uralex,Antonov AN-32,D2-MAJ,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff. Brake failure as the pilot attempted to avoid a hole in the runway.",33,3,0,3,Antonov,Con Registracion
2000,April,Wednesday,United States,terrestre,Diurno,Bankair,Learjet 35A,N86BE,"While on finals the training flight pitched up, the right wing dropped, and the airplane struck trees, struck wires, caught fire on a road. The pilot's failure to maintain control of the airplane while on final approach resulting in the airplane striking trees. Factors in this accident were: improper planning of the approach, and not obtaining the proper alignment with the runway.",3,3,0,3,Learjet,Con Registracion
2000,April,Wednesday,Philippines,terrestre,Diurno,Air Philippines,Boeing B-737-2H4,RP-C3010,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",131,131,0,131,Boeing,Con Registracion
2000,April,Saturday,Papua New Guinea,terrestre,Sin Dato,North Coast Aviation,Britten-Norman BN-2A-20 Islander,P2-ISA,"While taking off the plane struck trees at the end of the runway, crashed and burned.",4,4,0,4,Britten-Norman,Con Registracion
2000,May,Tuesday,France,terrestre,Diurno,Northern Executive Aviation,Learjet 35A,G-MURI,"During a landing attempt the crew shut down No. 1 engine and declared an emergency. The plane was told to divert to Lyon Satolas. Power was applied to the remaining engine and the plane banked to the left causing the wing to touch the ground, crash and catch fire. Loss of yaw and roll control which appears to be due to the failure to monitor flight symmetry at the time of the thrust increase on the right engine.",5,2,0,2,Learjet,Con Registracion
2000,May,Wednesday,Guyana,terrestre,Sin Dato,Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,8R-GAC,The cargo plane crashed into a cloud covered mountain.,1,1,0,1,Britten-Norman,Con Registracion
2000,May,Wednesday,United States,terrestre,Nocturno,Price Aircraft Company,Rockwell Sabreliner 65,N241H,While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.,6,6,0,6,Rockwell,Con Registracion
2000,May,Wednesday,Gabon,terrestre,Diurno,Avirex,Beechcraft 1900C-1,TR-LFK,The charter flight crashed while on approach in fog and mist.,10,3,0,3,Beechcraft,Con Registracion
2000,May,Sunday,United States,terrestre,Diurno,Executive Airlines,BAe Jetstream 3101-31,N16EJ,"The plane crashed into a heavily wood area  as it was making a second approach to Wilkes-Barre/Scranton International Airport. Visibility was poor in wind, low clouds and light rain.  While attempting the second approach, the pilot reported both engines had quit but restarted one of them before the plane crashed. Investigation revealed indications of rotation on the left engine at the time of impact but the power level was not known. The right engine and propellers exhibited little or no rotation at the time of impact. Failure of the crew to ensure an adequate supply of fuel for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine.  Failure of the crew to monitor the plane's fuel state and the flightcrews failure to maintain directional control after the initial stoppage.",19,19,0,19,BAe,Con Registracion
2000,May,Thursday,Philippines,terrestre,Sin Dato,Philippine Air Lines,Airbus A.330-301,F-OHZN,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",298,1,0,1,Airbus,Con Registracion
2000,May,Wednesday,Australia,terrestre,Nocturno,Whyalla Airlines,Piper PA-31-350 Navajo,VH-MZK,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.",8,8,0,8,Piper,Con Registracion
2000,June,Monday,Ghana,terrestre,Diurno,Ghana Airlink,Fokker F-27 Friendship 600,G-524,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.",52,7,0,7,Fokker,Con Registracion
2000,June,Thursday,China,terrestre,Nocturno,Wuhan Airlines,Xian Yunshuji Y-7-100C,B-3479,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.",44,44,7,51,Xian,Con Registracion
2000,June,Friday,United States,terrestre,Diurno,Universal Jet Aviation,Learjet 55,N220JC,Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.,3,3,0,3,Learjet,Con Registracion
2000,July,Saturday,Mexico,terrestre,Nocturno,Aerocaribe,British Aerospace  BAe Jetstream 32EP,N912FJ,"The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.",19,19,0,19,British,Con Registracion
2000,July,Sunday,Colombia,terrestre,Diurno,CORAL Colombia,Curtiss C-46A-60-CS,HK-851P,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio.",19,13,0,13,Curtiss,Con Registracion
2000,July,Thursday,United States,terrestre,Nocturno,Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,N201RH,"The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.",3,1,0,1,de,Con Registracion
2000,July,Monday,India,terrestre,Diurno,Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,VT-EGD,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a ""go-around procedure"" instead of an ""approach to stall recovery procedure"" resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.",58,55,5,60,Boeing,Con Registracion
2000,July,Wednesday,United States,terrestre,Nocturno,Airwave Transport,Grumman G-159 Gulfstream I,C-GNAK,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",2,2,0,2,Grumman,Con Registracion
2000,July,Thursday,Bahamas,terrestre,Diurno,Allied Air Freight,Douglas C-47A-10-DK,N54AA,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,2,2,0,2,Douglas,Con Registracion
2000,July,Friday,United States,terrestre,Diurno,Blue Hawaiian Helicopters,Aerospatiale AS355-F1,N510TG,"The helicopter, on a sightseeing tour, crashed into mountains on the western slopes of Maui at an elevation of 2,850 feet inclement weather.",7,7,0,7,Aerospatiale,Con Registracion
2000,July,Tuesday,France,terrestre,Diurno,Air France,Aerospatiale BAe Concorde 101,F-BTSC,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history. The French government convicted Continental and a Continental mechanic of a crime but an appeals court reversed the decision.",109,109,4,113,Aerospatiale,Con Registracion
2000,July,Thursday,Nepal,terrestre,Diurno,Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,9N-ABP,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.",25,25,0,25,de,Con Registracion
2000,August,Wednesday,Brazil,terrestre,Diurno,Air taxi - Lider Air Taxi,Sikorsky S-76,PT-HRD,"The helicopter exploded and crashed from a height of 1,000 ft.",6,6,0,6,Sikorsky,Con Registracion
2000,August,Wednesday,United States,terrestre,Diurno,Patuxent Airways / Private,Piper Navajo PA-31/ Piper Seminole PA-44,N27944 / N2225G,"The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules.",11,11,0,11,Piper,Con Registracion
2000,August,Saturday,Congo,terrestre,Sin Dato,Staer Air,Antonov AN-26B,9Q-CJI,The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.,27,27,0,27,Antonov,Con Registracion
2000,August,Wednesday,Bahrain,terrestre,Nocturno,Gulf Air,Airbus A320-212,A4O-EK,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a ""spatial disorientation"" to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.",143,143,0,143,Airbus,Con Registracion
2000,September,Monday,Australia,terrestre,Diurno,Charter - Central Air,Beechcraft SKA 200,VH-SKC,"Shortly after departing Perth and after the aircraft had climbed through its assigned altitude, the pilot’s speech became significantly impaired and he appeared unable to respond to ATS instructions. Open microphone transmissions over the next 8-minutes revealed the progressive deterioration of the pilot towards unconsciousness and the absence of any sounds of passenger activity in the aircraft. No human response of any kind was detected for the remainder of the flight. Five hours after taking off from Perth, the aircraft impacted the ground 65 km ESE of Burketown, Queensland, and was destroyed. Incapacitation of the pilot and passengers a result of hypobaric hypoxia due to the aircraft being fully or partially unpressurised and their not receiving supplemental oxygen. The investigation could not determine the reason for the aircraft being unpressurised, or why the pilot and passengers did not receive supplemental oxygen.",8,8,0,8,Beechcraft,Con Registracion
2000,October,Friday,Mexico,terrestre,Diurno,Aeromexico,McDonnell Douglas DC-9-31,N936ML,"The aircraft overshot the runway near Reynosa, Mexico and crashed into vehicles and houses coming to rest in a canal. The accident happened during a heavy rainstorm. The lights at the airport were out due to the storm and contact with the tower was lost. No passengers were killed aboard the aircraft but four people were killed on the ground.",88,0,4,4,McDonnell,Con Registracion
2000,October,Sunday,Canada,terrestre,Diurno,Summit Air Charters,Shorts SC.7 Skyvan 3-100,C-FSDZ,"The chartered cargo plane hit tree tops and discintegrated while attempting to land. Although the pilot and the aircraft were certified for instrument flight, the pilot apparently continued to fly in accordance with visual flight rules after encountering marginal weather conditions and reduced visibility. For undetermined reasons, the pilot descended below the elevation of the terrain surrounding the airstrip, resulting in a controlled-flight-into-terrain accident.",3,3,0,3,Shorts,Con Registracion
2000,October,Tuesday,United States,terrestre,Diurno,Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,C-FTBZ,"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration.",3,2,0,2,Canadair,Con Registracion
2000,October,Monday,United States,terrestre,Diurno,Private,Cessna 335,N8354N,"The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane.",3,3,0,3,Cessna,Con Registracion
2000,October,Thursday,Laos,terrestre,Diurno,Lao Aviation,Harbin Yunshuji Y-12-II,RDPL-34130,"The aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to Sam Neua.",17,8,0,8,Harbin,Con Registracion
2000,October,Tuesday,Taiwan,terrestre,Nocturno,Singapore Airlines,Boeing B-747-412,9V-SPK,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",179,83,0,83,Boeing,Con Registracion
2000,October,Tuesday,Angola,terrestre,Diurno,Aca-Ancargo,Antonov AN-26,D2-FDI,The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.,44,44,0,44,Antonov,Con Registracion
2000,November,Tuesday,Democratic Republic Congo,terrestre,Sin Dato,Malu Aviation,Antonov 32B,ER-AFA,"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.",11,2,0,2,Antonov,Con Registracion
2000,November,Thursday,United States,terrestre,Nocturno,Superior Aviation,Swearingen SA.226TC Metro II,N731AC,"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.",1,1,0,1,Swearingen,Con Registracion
2000,November,Wednesday,Angola,terrestre,Diurno,Asa Pesada,Antonov AN-26,D2-FCG,The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,57,57,0,57,Antonov,Con Registracion
2000,November,Monday,United States,terrestre,Diurno,American Airlines,Airbus A300-600R,N14056,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",114,1,0,1,Airbus,Con Registracion
2000,December,Monday,BO,terrestre,Diurno,Servicio Aereo Manchupo,Cessna 206,CP-1721,"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.",6,6,0,6,Cessna,Con Registracion
2001,January,Tuesday,United States,terrestre,Nocturno,Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),N19454,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.",2,2,0,2,Douglas,Con Registracion
2001,January,Thursday,Venezuela,terrestre,Diurno,Rutaca Airlines,Douglas DC-3C (C47A-DL),YV-224C,The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,24,24,0,24,Douglas,Con Registracion
2001,January,Saturday,United States,terrestre,Diurno,North Bay Charter,Beech King Air 200 Catpass,N81PF,"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation.Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.",10,10,0,10,Beech,Con Registracion
2001,January,Wednesday,Colombia,terrestre,Diurno,Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,HK-3932X,"While attempting to land at Mitú, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.",6,3,0,3,Sud,Con Registracion
2001,February,Thursday,Germany,terrestre,Diurno,E.A.S. Aeroservizi,Learjet 35A,I-MOCO,"The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.",3,3,0,3,Learjet,Con Registracion
2001,February,Thursday,United States,terrestre,Nocturno,Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,N318DH,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.",6,2,0,2,Swearingen,Con Registracion
2001,February,Saturday,Suriname,terrestre,Sin Dato,Gum Air Charter,GAF Nomad N24A,PZ-TBP,"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.",10,10,0,10,GAF,Con Registracion
2001,February,Tuesday,UK,terrestre,Diurno,Loganair,Shorts 360-100,G-BNMT,Double engine failure on take off cause the cargo plane to ditch in Firth of the Forth estuary. Icing.,2,2,0,2,Shorts,Con Registracion
2001,March,Saturday,Thailand,terrestre,Diurno,Thai Airways,Boeing B-737-4D7,HS-TDC,"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.",5,1,0,1,Boeing,Con Registracion
2001,March,Thursday,Saudi Arabia,terrestre,Sin Dato,Vnukovo Airlines,Tupolev 154M,RA-85619,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.",174,3,0,3,Tupolev,Con Registracion
2001,March,Saturday,French West Indies,terrestre,Sin Dato,Air Caraibes,de Havilland Canada DHC-6 Twin Otter,F-OGES,The aircraft took off from Prinses Juliana Airport at St. Maarten for a 15 minute flight to St. Jean Airport at St. Barthélémy. While attempting to land at St. Barthélémy the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. Weather was good at the time of the accident.,19,19,1,20,de,Con Registracion
2001,March,Monday,Indonesia,terrestre,Diurno,Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,PK-MFL,"While approaching Juanda for the 8th touch-and-go landing the aircraft banked to the left, crashed and caught fire.",3,3,0,3,Fokker,Con Registracion
2001,March,Thursday,United States,terrestre,Nocturno,Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,N303GA,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.",18,18,0,18,Grummand,Con Registracion
2001,April,Saturday,Vietnam,terrestre,Diurno,SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,VN-8415,"The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.",16,16,0,16,Mil,Con Registracion
2001,April,Saturday,Argentina,terrestre,Nocturno,Private - Techint  group,Cessna  208B Grand Caravan,LV-WSC,"The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.",10,10,0,10,Cessna,Con Registracion
2001,May,Thursday,Iran,terrestre,Diurno,Faraz Qeshm Airlines,Yakovlev YAK-40,EP-TQP,"The aircraft crashed into mountains about 12 miles south of Sari, 55 minutes after taking off from Tehran on a flight to Gorgan. Shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to Tehran. Transport Minister of Iran, Rahman Dadman, 45, killed.",30,30,0,30,Yakovlev,Con Registracion
2001,May,Thursday,Argentina,terrestre,Diurno,Fuerza Aérea Argentina,Fokker F-27 Friendship 400M,TC-76,Shortly after taking off the plane veered to the right and crashed into a field. Engine failure.,5,5,0,5,Fokker,Con Registracion
